-0.93789,0.55032,0.60852,-0.31751,-1.2337,-1.0191,-0.44535,-1.1465,0.5231,0.66596
-0.44198,0.025868,1.0707,-0.87595,0.057517,-0.22086,-0.091547,0.028398,0.28987,-0.054711
0.54395,-1.574,-1.321,0.038192,-0.040276,0.082094,-0.4999,-0.33502,-0.60638,0.37687
-0.414,0.59822,0.044097,0.020287,0.31564,0.3831,-1.2854,-0.4103,-2.3536,0.065188
-0.52811,0.45671,0.94434,0.50112,-0.51188,0.34388,-1.0278,0.72552,-1.3372,-0.82862
0.39534,-0.82664,-0.16388,-1.066,0.26638,0.21859,-1.092,-0.93064,-0.066867,-0.55403
5.6798e-06,1.3131e-05,1.1535e-05,5.1259e-06,4.7904e-07,8.8331e-06,7.0403e-06,9.9792e-06,8.2114e-06,8.2717e-06
-0.51127,-0.43229,1.2484,-0.73932,-0.69748,0.20502,0.85702,-0.28698,-0.15618,-2.0665
0.057325,-1.2235,-0.031005,-0.2709,-1.2849,-0.30191,-0.13386,-0.87801,-0.39723,0.1527
-3.2199e-06,-7.1359e-08,-5.4283e-06,-5.8401e-06,-1.4811e-08,-1.189e-06,-4.1878e-06,1.1033e-06,-3.225e-06,7.9377e-06
-0.64366,0.54667,0.16489,-0.31711,-0.41621,0.36041,-0.58875,0.3612,-0.14538,-0.42744
7.901e-06,1.7974e-05,1.3953e-05,2.9789e-06,-1.5209e-06,1.2481e-05,3.8065e-06,1.7004e-05,4.4689e-06,1.1728e-05
1.0147,-0.4211,-0.21423,0.16113,-1.4182,-0.14505,0.0092737,0.42002,-0.14992,0.47263
0.13682,-0.20128,-0.10466,-0.3471,-0.43665,-0.27137,-0.00698,0.4619,0.63827,0.4701
0.68362,0.11565,-0.57616,-0.21733,0.49667,-2.1814,0.36216,-0.12239,0.096856,0.087236
-0.54335,-0.28183,-0.38679,-0.19323,-1.2449,0.34785,0.32491,-1.182,0.13377,-0.68261
-0.60574,0.22938,0.35595,-1.4131,0.38572,-0.4393,-0.081361,0.60552,0.26875,-0.37555
-0.47055,-0.41596,0.49002,0.091541,-1.7215,-0.53648,-0.014876,0.68096,0.16318,0.56008
-0.080316,-0.0036971,0.91238,-1.0976,0.1499,0.018161,-0.66424,-0.16988,0.11565,0.33232
-0.31202,-0.32416,0.93592,-0.60686,-1.4122,0.52097,-0.70533,-0.1044,0.72884,0.96161
-0.88475,0.8799,0.40869,1.1886,-0.34916,-1.7854,-0.8763,-0.41009,-0.97593,-0.29088
-0.61964,-1.5274,-0.86009,-0.020264,0.30552,0.12051,-0.086191,0.13654,0.55529,-0.16662
-0.83251,-0.062496,-1.327,-0.91554,-0.64555,1.9682,0.35133,-0.18499,-0.52333,0.5035
-0.62384,-0.94263,-0.57092,-0.30295,-0.012691,0.071372,0.25882,-1.5933,0.42931,0.25775
-3.4077e-06,1.0614e-05,-2.4799e-07,-7.1628e-06,-9.3533e-06,6.4058e-07,-7.1756e-06,8.4319e-06,-5.0981e-07,3.6799e-06
-0.040677,0.35584,-0.27273,1.3362,0.90702,-1.4343,0.27961,-0.23598,0.22665,-0.46898
-0.16257,-0.74062,-0.22017,-1.9616,0.46854,0.66337,0.076783,0.01713,0.55897,-0.44608
0.32047,-0.5648,1.4502,-0.72325,0.52881,-0.30312,-0.43501,-1.4992,-1.3146,-0.48833
1.1641e-05,-2.9655e-06,-2.3993e-06,-9.2504e-06,-2.1512e-06,2.0934e-06,-1.1924e-05,-6.5398e-06,-7.3346e-06,-8.344e-06
-1.1566,-0.80392,0.84915,0.29426,-0.65683,-0.76321,-0.091409,0.46656,-1.0128,0.21212
0.50918,-1.3996,-0.62337,-0.22989,-1.458,-0.55607,0.92287,0.14274,-0.21099,0.88241
-0.18586,0.054625,-0.211,1.1477,-0.0064203,-1.1138,0.028619,-0.26382,0.062149,-0.11181
-0.070183,-0.13449,-0.39006,0.16114,0.3006,-0.20512,0.40325,-0.83983,-0.11607,-0.06036
-0.47884,0.41731,-0.45263,-0.1182,0.33575,0.96206,-0.83294,-1.1349,-1.2892,0.98674
-0.29511,-0.26223,-0.36341,-1.5906,1.4933,-0.77532,0.55385,0.90738,-0.33545,-1.0345
-0.50854,-0.75364,-0.050875,-0.94564,0.96444,-1.2803,-0.61217,0.55189,-2.6165,0.32801
-0.71616,-0.12361,-0.12451,0.39079,0.16363,-0.076403,-1.2973,-0.5789,0.78186,-1.0602
0.87061,-0.12518,0.85639,0.49391,-0.51978,-1.3367,-0.51163,-0.13297,-1.0131,0.19892
-0.43512,0.58168,0.89217,-0.073783,-0.30332,-0.24176,-0.32685,0.4477,0.58839,-2.2801
-0.43443,0.44869,0.19826,0.50632,0.22796,-0.32734,-0.68253,0.53601,0.060427,-1.7217
-4.7678e-06,2.9062e-05,1.5414e-05,-2.3807e-05,5.0906e-06,-8.927e-06,-1.0227e-05,3.5835e-06,-3.3373e-06,1.8276e-05
9.3701e-06,4.2884e-05,2.0648e-05,4.5552e-06,-9.9325e-06,1.3203e-05,3.2156e-06,1.5919e-05,8.2387e-06,4.9515e-06
-0.41766,-0.2527,-1.4965,1.3255,0.54503,0.36467,-0.30064,-0.96973,-0.99138,0.51519
-0.50644,0.03853,1.0861,0.71313,-0.67826,-0.30216,-0.73828,1.1647,-0.26255,-1.2963
-0.76811,-0.30768,0.6829,-0.30499,-1.577,-0.39048,0.25735,-0.17523,-0.21984,1.067
-0.19193,-0.48652,-0.62228,0.99894,-1.4694,0.58675,0.24187,-0.85479,-0.51961,-1.0065
-0.94833,-0.64614,-0.48108,0.49693,0.27447,0.77737,-1.6572,0.14195,0.92643,-0.23874
0.012112,-0.00040576,-0.029849,0.0081194,0.0097629,0.006432,0.012464,0.0094139,-0.011347,-0.004492
-0.41172,0.74473,-0.87224,-1.372,-0.4226,1.4632,0.27826,-0.53497,-1.0698,0.26839
-1.0056e-05,5.8319e-06,1.6696e-05,-1.5887e-05,-1.6723e-05,-9.3715e-06,-1.7328e-05,-1.5358e-05,-1.3451e-05,-1.3744e-05
-0.11183,-0.17749,-0.5913,0.10773,0.32566,-0.075147,0.10433,-0.16429,-0.2737,0.05557
-0.33543,-0.46588,-0.039168,0.20018,-0.34111,0.025531,0.48006,-0.035141,-0.1439,-1.7964
8.862e-06,1.2359e-05,1.4672e-05,7.2996e-06,3.641e-06,9.2009e-06,7.6878e-06,1.4802e-05,9.2187e-06,1.0654e-05
0.087499,0.036857,0.02956,0.42813,-0.74023,1.3742,-0.62258,-1.0572,-2.0286,-0.27258
-1.3747e-05,1.9939e-05,-1.6263e-06,-1.5423e-05,6.4752e-06,-8.9162e-06,-1.1899e-05,-1.6336e-05,-9.4463e-06,-1.4318e-05
-0.59657,0.22915,0.29726,1.2681,-0.30916,-0.14601,-1.0879,0.4308,-0.40859,-2.0892
-0.84034,-0.31757,-1.0236,-0.21463,0.68832,0.18425,-1.2291,0.078089,0.69537,-0.18848
